,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
4609,9,50,16,49,68,95,1,59,1,9,36,64,1,8,73,7,6,12,564
4610,6,33,12,13,49,71,0,64,2,15,18,16,1,5,77,3,6,15,406
4611,25,59,7,13,47,130,4,34,2,9,99,186,3,10,75,15,26,14,758
4612,0,3,1,0,2,8,0,2,0,1,12,33,0,0,5,1,3,2,73
4613,8,77,0,6,11,6,0,10,0,0,10,16,0,0,37,8,2,0,191
4614,1,5,1,0,1,5,0,0,2,0,4,14,0,0,1,8,1,1,44
4615,21,76,0,6,22,22,0,13,2,0,21,73,0,0,44,19,6,1,326
4616,8,4,0,2,2,17,1,1,0,1,5,17,2,0,11,2,2,1,76
4617,16,39,2,6,13,14,0,4,2,0,24,26,1,0,21,19,5,0,192
4618,3,21,4,6,63,16,0,24,2,6,4,10,2,1,39,1,5,3,210
4619,11,18,4,0,2,70,0,6,4,1,130,75,0,4,15,6,5,1,352
4620,15,16,1,4,9,29,1,6,4,5,26,100,1,4,18,6,8,4,257
4621,17,45,13,14,70,38,1,45,3,5,26,61,5,3,82,5,17,10,460
4622,0,3,2,0,6,12,0,5,0,0,1,4,0,0,11,1,2,0,47
4623,3,11,1,1,5,14,0,4,0,1,6,11,0,1,8,0,0,0,66
4624,1,10,0,3,4,32,0,7,0,7,19,18,0,1,13,2,5,8,130
4625,3,19,6,6,31,43,0,15,2,4,11,12,2,0,34,2,6,4,200
4626,41,88,9,12,42,143,6,35,10,6,61,177,1,9,97,18,21,13,789
4627,5,5,4,1,5,92,0,6,0,0,22,25,3,8,11,2,4,3,196
4628,2,5,0,1,0,6,0,0,0,0,2,10,0,0,2,1,2,0,31
4629,0,8,2,1,6,16,0,4,1,3,6,9,1,0,9,1,0,3,70
4630,3,1,0,0,2,18,0,1,0,0,4,18,0,0,3,0,4,0,54
4631,18,17,14,8,19,37,4,25,3,10,9,43,11,6,40,8,14,13,299
4632,5,8,2,3,13,19,2,10,2,2,7,23,0,3,20,1,4,2,126
4633,1,4,7,0,14,36,0,24,0,27,3,10,0,15,13,1,3,63,221
4634,19,20,4,7,10,14,4,13,11,0,12,41,14,0,29,5,9,2,214
4635,20,50,16,28,40,133,6,52,3,25,57,93,2,22,68,10,12,43,680
4636,1,3,0,2,4,15,0,3,0,0,3,6,0,1,7,1,2,0,48
4637,26,61,14,24,41,143,1,46,3,38,52,129,4,28,65,13,16,78,782
4638,2,9,2,1,10,11,0,6,0,7,4,12,0,1,10,2,3,9,89
4639,2,4,0,1,4,35,0,6,0,0,9,18,1,2,7,1,3,0,93
4640,10,38,9,10,49,50,0,44,2,13,20,24,3,6,70,4,9,20,381
4641,4,4,0,0,1,30,0,1,0,2,6,16,0,0,3,0,5,1,73
4642,1,7,1,5,10,11,1,6,0,1,3,12,1,1,12,1,4,1,78
4643,18,42,5,12,24,72,6,15,2,9,25,87,2,3,32,7,5,13,379
4644,21,28,1,6,13,57,0,9,11,0,15,47,27,0,33,8,9,0,285
4645,8,51,1,6,10,33,0,15,1,8,57,47,0,24,19,11,6,10,307
4646,3,7,1,2,2,10,0,5,0,1,7,23,0,1,8,2,3,1,76
4647,113,165,9,26,46,273,33,43,23,6,123,446,25,18,144,45,40,10,1588
4648,1,7,2,2,2,21,0,2,2,5,4,8,0,1,4,2,0,4,67
4649,0,0,0,0,3,4,0,4,0,0,6,20,0,1,6,0,25,0,69
4650,7,22,4,8,15,71,0,10,0,3,18,44,1,3,29,2,8,10,255
4651,1,1,0,0,0,5,30,0,0,0,2,9,0,1,2,0,1,0,52
4652,5,12,0,2,2,17,2,4,2,2,6,31,0,2,4,4,1,2,98
4653,25,66,2,6,24,116,7,19,16,8,104,236,3,16,43,18,28,8,745
4654,6,5,2,5,5,35,0,11,3,7,23,35,1,8,8,5,10,9,178
4655,12,43,11,10,63,130,1,37,7,21,135,132,3,21,67,17,19,26,755
4656,29,61,9,29,37,71,1,27,9,15,34,57,1,6,61,8,13,16,484
4657,3,10,0,0,2,3,0,2,1,0,5,21,0,0,10,1,19,0,77
4658,38,114,36,135,163,103,11,110,6,81,27,77,8,36,265,16,32,94,1352
4659,7,32,1,4,12,71,1,18,1,12,97,96,3,17,32,8,15,13,440
4660,2,1,2,0,5,15,0,4,0,1,5,35,1,1,8,0,4,2,86
4661,19,60,4,7,49,20,0,36,8,1,22,64,23,0,110,15,52,1,491
4662,5,12,2,5,9,104,0,13,0,4,61,77,3,3,14,2,8,12,334
4663,26,36,8,7,52,169,1,22,2,6,67,227,3,13,52,12,24,13,740
4664,0,3,0,2,1,15,1,0,0,1,3,21,2,0,2,0,3,1,55
4665,0,4,2,1,8,5,0,14,1,4,3,4,1,0,6,0,1,5,59
4666,21,22,11,21,36,160,5,40,5,23,34,142,10,20,59,13,16,37,675
4667,7,8,0,2,3,6,3,3,3,0,2,18,0,0,7,3,3,0,68
4668,0,10,2,2,28,5,0,13,1,0,2,5,1,0,21,1,6,0,97
4669,1,4,5,3,9,17,0,10,2,12,5,9,2,4,8,4,5,14,114
4670,2,12,15,3,60,26,2,39,2,20,10,10,2,25,34,2,5,19,288
4671,10,46,8,14,67,51,0,40,1,4,42,21,4,1,102,1,15,8,435
4672,0,1,0,1,2,9,1,0,1,0,6,12,0,0,1,1,1,0,36
4673,45,96,12,19,85,150,3,68,7,27,76,214,12,17,169,16,45,32,1093
4674,3,7,5,5,18,45,0,19,1,6,5,16,3,2,30,1,3,10,179
4675,41,51,18,15,49,138,5,42,6,8,81,145,3,12,66,17,14,15,726
4676,3,5,1,1,3,14,3,2,1,0,1,10,0,0,3,2,1,0,50
4677,1,2,2,1,1,10,0,1,0,0,3,12,1,2,4,0,1,1,42
4678,6,11,1,2,13,34,0,9,2,7,9,30,2,4,25,4,3,5,167
4679,2,10,0,3,3,22,0,4,2,2,6,27,1,0,7,4,2,3,98
4680,35,55,4,18,15,133,13,16,6,4,35,136,0,4,43,17,11,6,551
4681,13,12,2,2,5,68,7,2,3,4,23,99,1,3,12,6,10,3,275
4682,55,129,20,19,108,285,12,84,10,31,104,329,16,24,165,33,48,47,1519
4683,4,5,11,1,17,15,0,60,1,3,7,15,1,2,33,2,2,23,202
4684,9,12,0,3,2,24,3,1,2,0,11,34,1,1,7,4,4,0,118
4685,15,27,5,2,9,48,0,15,6,2,34,108,0,2,16,4,20,3,316
4686,6,13,1,4,16,19,1,11,2,2,11,47,1,3,19,4,27,1,188
4687,10,39,8,9,14,20,0,11,3,1,16,57,0,1,29,10,11,6,245
4688,8,15,2,8,8,78,1,15,4,6,19,48,2,9,17,4,9,7,260
4689,11,27,3,5,15,18,0,14,4,1,11,24,1,0,30,11,5,0,180
4690,1,12,9,22,30,28,0,20,1,3,11,10,2,1,19,0,4,10,183
4691,3,15,0,0,7,28,0,7,2,1,19,37,0,1,15,2,5,3,145
4692,1,1,0,0,4,4,17,2,2,2,1,9,0,1,6,0,9,1,60
4693,2,6,2,0,5,8,0,5,4,1,4,26,12,0,10,2,19,2,108
4694,7,17,2,4,9,10,0,5,4,0,3,40,3,1,13,12,7,2,139
4695,2,6,2,3,4,21,0,2,0,1,7,6,0,0,4,1,2,2,63
4696,2,5,1,1,4,12,0,3,0,3,3,5,0,1,9,2,0,4,55
4697,5,17,38,6,20,71,0,35,1,17,35,31,1,20,15,2,2,47,363
4698,1,2,1,1,4,11,0,2,0,0,3,18,0,0,2,1,1,0,47
4699,14,71,7,12,32,32,0,57,0,5,20,27,2,2,122,6,12,17,438
4700,0,4,26,3,54,45,0,45,2,21,24,44,1,27,45,2,15,36,394
4701,8,9,2,3,5,30,0,5,1,3,14,23,4,1,10,2,4,3,127
4702,4,9,2,3,5,8,0,5,2,0,3,28,0,1,7,4,9,2,92
4703,2,7,0,1,1,8,0,1,0,1,1,9,0,0,4,2,0,1,38
4704,9,39,29,17,84,109,1,76,4,42,27,82,5,38,97,14,23,86,782
4705,7,32,7,11,14,83,0,20,1,21,59,90,6,19,34,9,11,28,452
4706,5,21,12,3,38,17,0,54,2,0,16,45,1,1,47,3,11,5,281
4707,2,4,1,0,2,24,0,2,2,5,13,18,0,2,7,1,2,6,91
4708,35,60,10,14,48,122,4,59,8,13,50,191,12,11,125,11,32,26,831
4709,2,6,4,0,6,24,0,9,1,2,8,32,0,3,10,0,3,2,112
4710,2,6,1,2,2,11,0,2,0,0,8,15,1,1,5,3,3,0,62
4711,3,18,3,28,35,43,0,26,0,5,17,16,16,2,54,2,11,6,285
4712,1,3,0,2,3,11,0,4,0,0,4,19,2,5,4,1,5,4,68
4713,4,18,1,11,5,17,0,3,0,1,28,21,1,1,20,2,4,0,137
4714,7,2,0,0,0,23,0,1,1,1,7,48,3,2,6,5,8,1,115
4715,50,98,16,62,89,228,1,71,7,18,52,120,8,12,172,16,26,29,1075
4716,0,3,1,0,3,20,0,2,0,0,17,60,0,1,3,1,5,3,119
4717,9,17,0,1,1,31,0,9,3,2,10,32,4,3,13,18,16,4,173
4718,1,3,9,6,19,74,0,23,1,37,23,22,0,39,16,0,4,58,335
4719,2,8,4,0,10,8,0,27,0,2,8,5,1,1,21,1,0,4,102
4720,1,7,1,4,7,18,0,5,0,2,5,19,1,2,9,2,2,3,88
4721,2,19,2,12,10,23,0,7,2,3,8,17,1,2,10,2,1,4,125
4722,3,5,8,0,9,11,0,11,1,0,6,9,0,0,19,0,3,1,86
4723,3,3,1,1,6,15,0,3,0,0,4,11,1,4,6,2,2,1,63
4724,5,2,0,0,0,7,0,0,1,0,6,26,0,0,1,1,2,1,52
4725,57,184,45,76,160,377,1,166,4,67,135,243,28,51,332,26,45,124,2121
4726,16,53,6,11,24,91,3,15,2,12,86,168,3,12,34,18,13,17,584
4727,1,3,3,0,8,34,0,5,0,7,8,22,1,4,6,1,4,8,115
4728,54,136,16,65,96,255,5,86,8,20,126,259,9,26,182,28,47,30,1448
4729,15,21,5,2,14,101,3,21,1,6,54,131,2,4,24,11,14,10,439
4730,4,6,1,0,1,6,0,2,0,1,1,14,2,0,7,4,1,2,52
4731,4,10,1,1,9,32,1,11,0,3,11,16,1,2,25,0,6,1,134
4732,81,184,42,123,145,149,0,134,11,68,49,137,35,31,237,28,57,88,1599
4733,10,15,23,4,30,25,0,71,4,4,12,22,10,2,56,4,6,14,312
4734,17,34,4,9,64,36,8,28,12,2,12,73,4,5,41,11,16,3,379
4735,37,36,2,3,5,19,0,8,20,2,10,42,1,0,21,40,5,3,254
4736,41,114,3,29,44,59,0,37,4,6,41,153,5,4,87,20,35,10,692
4737,12,14,7,6,20,48,6,16,4,1,26,51,0,3,23,2,11,0,250
4738,14,36,9,11,20,47,1,29,10,11,40,76,18,32,35,16,30,18,453
4739,3,19,4,2,15,41,1,17,0,6,13,42,1,3,35,2,10,13,227
4740,3,7,1,14,3,20,0,5,0,1,28,11,0,4,10,1,5,0,113
4741,8,4,0,0,1,8,0,2,3,1,1,9,0,1,6,2,2,1,49
4742,43,109,0,71,21,50,1,20,6,3,16,78,0,3,61,22,11,4,519
4743,4,4,0,0,0,5,2,3,3,0,3,16,1,1,3,2,3,2,52
4744,4,7,1,7,8,18,0,10,3,8,8,30,1,3,11,2,7,8,136
4745,9,15,2,4,9,50,0,12,0,5,20,44,0,7,15,3,7,8,210
4746,1,12,8,4,12,29,0,17,1,3,17,40,2,2,31,0,14,6,199
4747,27,84,6,16,59,29,0,65,0,1,29,72,3,2,186,9,23,3,614
4748,22,51,6,9,31,187,0,30,4,12,62,142,9,18,66,16,26,22,713
4749,0,4,1,2,1,6,0,2,0,0,1,12,0,0,4,1,1,0,35
4750,11,26,7,12,17,121,0,19,1,58,51,71,1,46,30,2,11,62,546
4751,2,2,0,0,2,13,1,2,0,0,4,18,1,0,3,0,1,0,49
4752,2,3,0,0,1,12,0,3,0,0,21,7,0,2,4,1,3,1,60
4753,3,5,2,0,7,22,0,9,0,5,7,31,2,2,13,2,9,8,127
4754,6,18,12,34,20,135,0,29,1,9,36,72,2,7,47,3,17,18,466
4755,2,1,0,1,0,3,0,2,1,2,3,20,1,0,3,1,2,2,44
4756,2,6,1,2,2,8,1,2,1,0,3,15,0,0,3,2,0,0,48
4757,13,14,1,3,5,32,1,5,0,4,16,54,0,2,13,2,5,6,176
4758,1,4,0,1,3,0,0,1,0,0,4,21,0,2,5,0,4,1,47
4759,4,10,1,3,4,23,0,4,2,3,9,19,1,1,13,3,3,4,107
4760,16,18,1,6,9,18,0,7,11,1,4,18,1,0,22,6,5,0,143
4761,4,5,1,4,4,10,0,2,0,0,4,23,0,0,9,2,5,1,74
4762,7,5,0,0,4,32,0,6,1,1,11,50,0,2,4,2,5,3,133
4763,7,7,1,1,2,23,1,2,2,0,10,28,0,0,5,6,2,0,97
4764,2,6,2,2,4,21,0,2,1,4,11,13,0,2,6,2,4,5,87
4765,17,29,9,7,28,82,2,28,7,37,49,112,0,30,37,17,51,63,605
4766,2,9,1,4,4,13,0,3,1,0,3,23,0,1,5,3,1,1,74
4767,0,1,3,0,2,17,0,2,0,13,4,22,0,7,2,0,2,20,95
4768,6,14,1,0,4,22,0,5,1,3,15,31,0,4,15,3,8,4,136
4769,5,15,4,4,19,21,0,14,2,2,7,15,0,1,25,3,6,5,148
4770,3,6,1,1,6,16,0,4,1,3,7,14,1,2,7,1,3,3,79
4771,37,53,14,18,26,164,26,27,10,10,104,297,4,11,33,21,29,18,902
4772,7,19,0,0,6,28,0,10,8,1,17,51,2,5,13,14,17,3,201
4773,5,29,1,6,17,28,0,13,1,4,19,41,0,3,33,3,9,4,216
4774,41,71,3,7,28,33,0,17,12,1,29,94,4,2,64,17,13,1,437
4775,0,6,1,2,3,6,0,3,0,0,1,8,0,0,6,0,1,0,37
4776,1,2,1,1,1,11,0,4,0,2,5,11,0,1,4,0,1,6,51
4777,2,5,6,4,15,12,0,32,1,1,3,5,0,1,23,0,3,5,118
4778,1,4,0,0,1,23,0,1,1,3,5,15,0,1,2,0,1,2,60
4779,18,23,2,6,9,59,5,15,11,6,28,120,4,12,26,13,31,7,395
4780,17,64,1,3,14,16,2,6,15,1,14,48,1,1,18,18,10,1,250
4781,2,3,2,1,6,21,0,5,0,1,9,24,0,2,6,2,5,3,92
4782,9,25,4,8,37,27,0,22,5,1,12,46,2,2,38,8,9,6,261
4783,8,51,1,4,9,3,0,7,3,0,8,7,0,0,25,10,0,0,136
4784,35,31,11,9,22,258,0,41,5,30,122,121,6,34,49,19,13,47,853
4785,12,53,4,4,20,105,0,26,6,35,102,106,4,33,39,17,11,39,616
4786,31,86,14,12,71,98,0,64,6,24,64,152,7,16,118,20,30,47,860
4787,2,3,1,2,1,9,3,1,0,1,4,19,0,0,2,1,2,1,52
4788,13,27,29,25,94,207,0,56,1,6,32,37,4,11,80,4,14,42,682
4789,26,77,4,15,71,59,0,40,4,1,71,120,3,3,108,21,17,0,640
4790,39,72,2,11,27,128,1,17,3,4,67,221,3,5,56,13,21,6,696
4791,38,51,7,16,27,91,1,28,3,0,39,101,1,1,50,11,15,3,483
4792,0,5,0,0,1,8,0,3,0,1,11,13,0,2,5,2,3,2,56
4793,21,42,3,9,11,43,1,9,1,3,33,87,3,3,35,7,10,8,329
4794,7,25,5,2,16,39,0,18,4,10,12,34,3,7,31,5,8,16,242
4795,7,21,3,3,12,14,24,6,5,1,10,56,0,2,16,5,12,2,199
4796,26,42,27,13,67,130,2,58,11,22,58,105,4,29,82,17,13,35,741
4797,1,1,3,0,4,50,0,6,0,4,19,10,0,1,3,1,2,12,117
4798,7,34,3,26,66,27,0,26,1,2,9,26,0,2,52,7,8,3,299
4799,4,3,1,0,2,48,0,3,0,4,11,20,0,0,2,0,2,3,103
4800,26,49,15,23,46,87,0,51,2,9,37,79,6,10,92,9,18,16,575
4801,34,69,10,31,58,23,1,41,2,1,16,53,3,0,134,7,18,5,506
4802,61,104,15,49,87,216,2,71,21,17,82,252,18,46,117,32,51,30,1271
4803,0,4,1,1,3,22,0,2,0,4,9,16,0,3,5,0,1,5,76
4804,9,7,0,4,4,9,1,3,1,0,2,19,0,0,15,2,3,0,79
4805,0,2,1,0,11,14,0,9,1,6,6,11,0,0,10,1,2,5,79
4806,5,37,11,12,110,40,0,45,1,4,45,28,4,1,81,6,13,13,456
4807,12,17,0,4,11,20,1,13,6,1,11,41,2,5,21,4,12,2,183
4808,56,181,42,98,139,343,1,141,3,67,130,223,28,43,282,22,34,114,1947
4809,10,33,3,2,12,56,2,13,6,8,51,75,4,15,35,12,23,10,370
4810,17,65,20,9,89,36,0,65,4,5,20,32,5,3,137,7,14,13,541
4811,4,9,0,0,2,11,4,1,4,1,6,21,1,1,3,3,9,0,80
4812,117,41,2,5,9,24,0,12,10,0,9,54,0,0,47,7,1,0,338
4813,2,5,5,0,2,68,0,6,0,7,74,35,1,4,9,2,4,7,231
4814,14,26,10,8,55,92,0,30,1,6,23,38,4,4,54,4,8,11,388
4815,16,26,12,8,72,73,3,39,6,2,19,84,3,9,40,11,15,9,447
4816,49,87,3,6,14,100,6,31,3,1,85,208,7,2,70,23,27,7,729
4817,7,17,8,0,16,23,2,20,3,3,18,45,1,2,31,10,9,6,221
4818,2,8,10,1,17,19,0,11,2,11,11,13,0,1,11,3,6,7,133
4819,38,105,25,50,49,255,3,59,2,18,73,190,7,16,88,18,15,59,1070
4820,1,8,1,1,4,13,0,4,0,2,4,14,0,0,10,1,2,2,67
4821,10,41,13,15,29,87,1,30,1,6,32,100,4,5,40,4,14,14,446
4822,2,2,0,3,1,22,0,4,0,1,4,10,0,1,6,0,1,1,58
4823,40,71,17,23,51,179,3,48,8,22,68,207,6,19,87,16,28,28,921
4824,20,31,9,7,22,86,1,19,0,4,39,119,4,3,41,5,21,10,441
4825,3,10,3,1,11,16,0,13,0,9,5,13,1,12,27,1,2,12,139
4826,15,40,4,11,31,32,0,31,3,3,20,71,3,5,54,4,27,6,360
4827,3,7,1,2,6,38,0,4,2,20,10,16,1,11,8,1,0,15,145
4828,2,11,4,2,4,56,0,9,0,1,92,31,0,3,13,2,3,3,236
4829,21,67,9,9,97,122,6,50,4,17,43,87,3,12,101,11,28,18,705
4830,3,10,21,1,23,37,1,34,0,24,12,24,0,17,38,1,7,40,293
4831,15,20,2,4,15,74,1,13,7,10,35,151,3,12,18,10,15,16,421
4832,10,18,6,9,19,52,1,20,2,4,13,54,3,2,40,2,11,3,269
4833,1,15,2,5,15,27,0,16,3,10,10,25,0,7,18,3,6,16,179
4834,26,63,13,13,31,87,1,34,4,12,40,127,5,8,65,21,22,23,595
4835,9,28,3,3,17,16,0,12,2,6,11,31,1,1,22,18,5,8,193
4836,5,12,2,2,9,16,0,5,0,5,7,35,0,1,15,0,4,3,121
4837,22,40,7,129,43,191,1,23,1,4,28,33,5,4,55,6,6,11,609
4838,4,1,2,0,2,13,0,10,0,4,4,27,1,0,6,1,2,8,85
4839,1,4,1,0,4,10,0,2,0,0,3,17,0,0,4,1,1,0,48
4840,4,10,3,2,7,21,2,11,3,4,8,32,8,3,15,4,3,7,147
4841,10,16,7,3,19,27,1,37,4,7,6,33,1,1,30,4,5,6,217
4842,6,11,4,4,7,26,0,7,5,1,8,28,0,3,12,3,7,2,134
4843,9,11,2,0,4,14,0,3,0,0,23,112,1,0,9,5,10,1,204
4844,3,11,1,0,2,7,0,2,1,2,5,16,1,1,8,3,3,3,69
4845,6,15,2,2,7,70,1,9,0,0,100,83,0,5,11,5,10,2,328
4846,5,4,0,2,2,21,0,1,0,0,5,9,0,1,4,1,1,1,57
4847,10,13,1,2,6,29,2,6,6,7,6,33,1,2,12,5,5,4,150
4848,1,22,0,7,17,6,0,18,1,1,9,13,1,0,38,1,6,1,142
4849,3,16,7,13,11,83,0,22,2,8,27,51,4,9,25,4,9,12,306
4850,2,5,2,2,4,17,0,5,0,3,6,14,0,1,10,0,5,5,81
4851,2,4,0,2,2,9,0,1,0,0,1,12,0,0,6,0,2,0,41
4852,16,28,3,6,14,48,1,16,10,5,15,157,44,6,32,10,35,9,455
4853,2,6,1,0,14,17,0,13,1,0,4,11,0,3,20,0,6,1,99
4854,11,20,14,4,25,55,4,19,11,7,36,55,4,35,13,19,29,14,375
4855,10,35,9,4,33,107,0,46,2,16,45,56,3,10,65,7,10,29,487
4856,11,16,1,4,4,18,5,3,17,9,8,37,1,1,5,6,7,4,157
4857,10,39,2,0,21,6,0,11,2,0,3,18,1,0,35,14,6,0,168
4858,12,29,1,5,12,24,2,8,4,2,9,63,2,2,14,7,10,3,209
4859,2,0,1,1,3,26,0,5,0,4,17,16,0,7,5,0,5,6,98
4860,9,12,2,3,8,13,1,6,1,1,5,18,1,0,13,5,0,0,98
4861,14,41,2,7,32,47,2,22,4,18,30,81,1,10,48,9,20,16,404
4862,13,25,3,9,38,20,0,18,0,3,9,27,0,2,65,3,8,3,246
4863,1,2,3,0,4,27,0,4,0,1,14,6,1,0,4,1,1,1,70
4864,2,2,0,1,1,26,0,1,0,5,8,6,2,0,4,1,2,5,66
4865,18,26,4,8,29,71,0,34,3,3,37,150,6,5,57,12,19,5,487
4866,2,3,5,3,10,72,1,6,0,3,15,7,2,8,6,3,4,12,162
4867,35,88,27,47,110,267,8,75,10,48,96,193,10,32,119,24,26,63,1278
4868,8,52,16,27,79,56,0,32,2,14,14,43,0,4,49,7,9,14,426
4869,18,30,17,15,35,134,5,26,1,3,49,133,5,5,33,6,11,14,540
4870,8,13,1,6,9,44,1,7,3,4,18,53,2,1,11,10,13,6,210
4871,2,6,1,3,3,8,0,3,0,0,2,5,0,0,7,1,0,0,41
4872,1,11,0,0,6,24,0,5,0,7,1,5,0,2,15,4,2,8,91
4873,5,6,1,0,6,3,0,4,4,0,2,12,0,0,7,4,6,0,60
4874,25,9,0,0,1,7,0,1,4,0,5,19,0,0,7,1,1,0,80
4875,9,13,2,2,4,31,5,2,1,3,15,59,1,0,9,2,4,1,163
4876,2,4,1,0,4,14,0,4,1,4,5,24,0,0,5,0,3,3,74
4877,9,11,2,3,12,25,1,9,3,28,11,36,3,12,18,2,7,26,218
4878,2,1,1,2,0,38,1,3,0,4,8,13,1,4,2,0,2,7,89
4879,36,105,20,36,79,159,0,78,19,18,82,150,6,34,123,32,24,30,1031
4880,1,1,0,0,1,5,1,1,0,0,5,15,0,0,2,1,2,0,35
4881,2,3,0,2,2,7,0,1,0,0,5,13,0,0,2,1,2,0,40
4882,19,25,5,19,35,81,2,21,3,2,24,76,9,10,45,6,15,2,399
4883,1,4,4,1,3,18,0,5,0,15,10,11,0,15,7,0,3,22,119
4884,38,93,20,37,87,123,0,71,8,10,46,96,31,10,152,23,52,18,915
4885,2,4,1,1,3,5,0,20,0,0,2,13,0,1,10,0,6,1,69
4886,5,30,5,9,67,22,0,29,2,5,5,18,2,2,48,4,7,4,264
4887,39,65,19,19,43,164,3,43,3,17,63,185,4,16,73,13,26,26,821
4888,20,52,12,12,26,86,1,32,14,10,47,136,15,43,23,31,33,19,612
4889,21,56,9,9,44,69,0,56,2,10,32,100,7,7,124,5,24,10,585
4890,5,18,4,7,12,83,4,8,1,4,56,86,1,2,12,8,10,5,326
4891,1,1,0,2,1,23,1,3,0,5,2,8,1,0,2,1,1,3,55
4892,6,28,7,12,83,26,0,31,1,0,10,27,2,2,51,5,7,5,303
4893,2,23,17,4,72,16,0,32,0,1,4,10,2,2,55,1,9,9,259
4894,2,11,2,4,13,3,0,8,0,2,4,17,1,1,23,1,8,4,104
4895,10,21,2,3,5,21,1,6,1,0,13,33,0,1,20,5,4,2,148
4896,2,4,0,3,3,18,0,2,1,4,3,13,0,0,10,0,1,6,70
4897,18,66,27,97,118,93,0,94,2,24,24,63,25,23,159,3,41,47,924
4898,20,44,3,19,17,58,8,10,9,9,28,119,5,8,32,10,17,7,423
4899,14,39,14,20,42,94,3,32,7,11,21,87,4,5,47,12,17,17,486
4900,1,2,1,2,2,5,1,2,0,0,3,12,0,0,4,0,2,1,38
4901,11,46,6,23,43,53,0,41,2,9,17,57,3,9,82,4,21,9,436
4902,5,9,15,1,31,49,0,40,1,22,17,30,9,12,40,5,19,47,352
4903,10,10,0,0,0,15,0,2,1,1,6,41,0,2,5,4,5,2,104
4904,20,69,15,26,144,105,7,68,9,18,39,147,11,20,99,13,34,26,870
4905,8,7,3,9,11,22,0,7,2,2,14,61,4,3,18,3,19,4,197
4906,47,83,8,5,25,47,0,33,11,4,34,113,4,7,93,21,25,7,567
4907,17,27,2,9,17,51,2,14,5,5,27,102,3,6,29,5,22,11,354
4908,3,13,14,8,48,48,1,30,1,15,6,22,1,7,33,6,6,23,285
4909,7,15,8,4,21,62,3,20,1,9,19,52,2,8,26,4,6,11,278
4910,7,13,5,2,18,14,0,15,1,2,3,10,1,1,34,0,3,4,133
4911,1,8,4,1,4,34,2,3,0,2,54,39,0,1,9,3,5,3,173
4912,1,2,0,0,0,9,0,0,0,0,2,15,0,0,1,1,1,0,32
4913,3,5,2,3,5,14,3,2,0,1,5,24,0,0,4,0,2,0,73
4914,5,11,2,1,6,22,0,4,0,5,16,19,0,6,11,1,1,7,117
4915,12,39,5,7,53,33,0,38,3,5,11,23,2,1,49,4,8,5,298
4916,5,8,1,2,8,150,2,10,0,9,38,44,3,6,22,2,5,13,328
4917,14,22,12,11,48,141,2,26,8,3,36,86,1,11,34,14,13,14,496
4918,27,57,11,27,81,112,4,44,4,19,24,76,7,12,103,9,17,18,652
4919,5,5,1,1,6,13,0,6,1,4,3,16,1,0,10,0,3,2,77
4920,6,9,1,2,8,9,1,5,8,1,6,23,0,3,7,5,6,1,101
4921,26,76,3,10,28,79,0,19,11,5,21,75,1,4,50,33,9,10,460
4922,20,15,8,8,24,99,2,17,3,8,26,71,3,3,32,4,8,11,362
4923,3,4,0,2,1,10,0,2,1,1,7,17,0,0,3,2,5,2,60
4924,4,8,2,0,2,6,1,2,3,0,8,33,0,1,2,1,7,2,82
4925,4,4,0,1,1,39,0,2,0,1,11,12,0,1,2,2,1,2,83
4926,1,1,0,1,3,15,0,5,0,3,8,5,3,2,7,0,2,5,61
4927,10,34,4,6,39,35,0,32,0,4,22,45,2,2,69,5,9,8,326
4928,19,41,3,6,11,167,9,9,2,3,93,176,2,6,26,15,9,3,600
4929,5,8,1,3,3,5,0,2,3,0,6,23,0,2,5,3,4,1,74
4930,2,4,6,2,7,38,0,23,1,17,33,17,2,41,14,2,10,23,242
4931,3,14,3,5,11,26,1,13,2,2,12,27,1,3,16,4,6,4,153
4932,34,59,8,17,33,115,6,27,4,9,53,166,3,6,53,11,14,14,632
4933,18,49,4,12,48,123,8,23,10,5,57,120,4,7,47,14,26,4,579
4934,1,10,13,3,14,92,0,25,1,25,59,59,1,20,24,1,8,44,400
4935,1,3,1,1,1,5,1,1,0,2,5,14,0,0,3,0,5,1,44
4936,5,7,0,0,1,10,0,3,0,1,6,28,0,1,8,0,1,2,73
4937,12,29,2,6,11,64,6,6,1,3,38,136,1,3,18,7,8,4,355
4938,1,8,0,0,6,18,1,5,1,3,6,9,0,0,6,1,2,5,72
4939,14,20,5,4,16,86,0,17,1,3,29,80,1,6,38,6,27,8,361
4940,19,36,8,20,21,113,5,22,21,11,50,90,3,21,31,18,10,21,520
4941,3,7,1,2,4,9,1,3,0,0,0,21,0,0,6,1,2,0,60
4942,17,51,12,15,115,63,1,57,6,19,22,89,13,18,85,10,23,30,646
4943,0,2,1,0,5,2,0,2,0,1,6,15,0,1,3,1,4,2,45
4944,0,5,3,1,16,3,0,4,1,1,0,7,0,1,8,1,2,1,54
4945,12,26,2,15,23,27,0,20,4,4,3,72,9,5,33,7,17,9,288
4946,17,44,21,25,24,96,0,22,15,15,79,85,13,19,25,33,23,23,579
4947,12,21,1,6,9,27,3,17,8,1,9,44,3,8,20,5,14,2,210
